panel,beta,density
gamma1_watch,0.002865,3.194
gamma1_watch,0.002868,3.194
gamma1_watch,0.002871,3.194
gamma1_watch,0.002874,3.194
gamma1_watch,0.002877,3.194
gamma1_watch,0.002881,3.194
gamma1_watch,0.002884,3.194
gamma1_watch,0.002887,3.194
gamma1_watch,0.002890,3.194
gamma1_watch,0.002893,3.194
gamma1_watch,0.002897,3.194
gamma1_watch,0.002900,3.194
gamma1_watch,0.002903,3.194
gamma1_watch,0.002906,3.194
gamma1_watch,0.002910,3.194
gamma1_watch,0.002913,3.194
gamma1_watch,0.002916,3.194
gamma1_watch,0.002919,3.194
gamma1_watch,0.002922,3.194
gamma1_watch,0.002926,3.194
gamma1_watch,0.002929,3.194
gamma1_watch,0.002932,3.194
gamma1_watch,0.002935,3.194
gamma1_watch,0.002938,3.194
gamma1_watch,0.002942,3.194
gamma1_watch,0.002945,3.194
gamma1_watch,0.002948,3.194
gamma1_watch,0.002951,3.194
gamma1_watch,0.002955,3.194
gamma1_watch,0.002958,3.194
gamma1_watch,0.002961,3.194
gamma1_watch,0.002964,3.194
gamma1_watch,0.002967,3.194
gamma1_watch,0.002971,3.194
gamma1_watch,0.002974,3.194
gamma1_watch,0.002977,3.194
gamma1_watch,0.002980,3.194
gamma1_watch,0.002983,3.194
gamma1_watch,0.002987,3.194
gamma1_watch,0.002990,3.194
gamma1_watch,0.002993,3.194
gamma1_watch,0.002996,3.194
gamma1_watch,0.003000,3.194
gamma1_watch,0.003003,3.194
gamma1_watch,0.003006,3.194
gamma1_watch,0.003009,3.194
gamma1_watch,0.003012,3.194
gamma1_watch,0.003016,3.194
gamma1_watch,0.003019,3.194
gamma1_watch,0.003022,3.194
gamma1_watch,0.003025,3.194
gamma1_watch,0.003028,3.194
gamma1_watch,0.003032,3.194
gamma1_watch,0.003035,3.194
gamma1_watch,0.003038,3.194
gamma1_watch,0.003041,3.194
gamma1_watch,0.003045,3.194
gamma1_watch,0.003048,3.194
gamma1_watch,0.003051,3.194
gamma1_watch,0.003054,3.194
gamma1_watch,0.003057,3.194
gamma1_watch,0.003061,3.194
gamma1_watch,0.003064,3.194
gamma1_watch,0.003067,3.194
gamma1_watch,0.003070,3.194
gamma1_watch,0.003073,3.194
gamma1_watch,0.003077,3.194
gamma1_watch,0.003080,3.194
gamma1_watch,0.003083,3.194
gamma1_watch,0.003086,3.194
gamma1_watch,0.003090,3.194
gamma1_watch,0.003093,3.194
gamma1_watch,0.003096,3.194
gamma1_watch,0.003099,3.194
gamma1_watch,0.003102,3.194
gamma1_watch,0.003106,3.194
gamma1_watch,0.003109,3.194
gamma1_watch,0.003112,3.194
gamma1_watch,0.003115,3.194
gamma1_watch,0.003118,3.194
gamma1_watch,0.003122,3.194
gamma1_watch,0.003125,3.194
gamma1_watch,0.003128,3.194
gamma1_watch,0.003131,3.194
gamma1_watch,0.003135,3.194
gamma1_watch,0.003138,3.194
gamma1_watch,0.003141,3.194
gamma1_watch,0.003144,3.194
gamma1_watch,0.003147,3.194
gamma1_watch,0.003151,3.194
gamma1_watch,0.003154,3.194
gamma1_watch,0.003157,3.194
gamma1_watch,0.003160,3.194
gamma1_watch,0.003163,3.194
gamma1_watch,0.003167,3.194
gamma1_watch,0.003170,3.194
gamma1_watch,0.003173,3.194
gamma1_watch,0.003176,3.194
gamma1_watch,0.003180,3.194
gamma1_watch,0.003183,3.194
gamma1_watch,0.003186,3.194
gamma1_watch,0.003189,3.194
gamma1_watch,0.003192,3.194
gamma1_watch,0.003196,3.194
gamma1_watch,0.003199,3.194
gamma1_watch,0.003202,3.194
gamma1_watch,0.003205,3.194
gamma1_watch,0.003208,3.194
gamma1_watch,0.003212,3.194
gamma1_watch,0.003215,3.194
gamma1_watch,0.003218,3.194
gamma1_watch,0.003221,3.194
gamma1_watch,0.003225,3.194
gamma1_watch,0.003228,3.194
gamma1_watch,0.003231,3.194
gamma1_watch,0.003234,3.194
gamma1_watch,0.003237,3.194
gamma1_watch,0.003241,3.194
gamma1_watch,0.003244,3.194
gamma1_watch,0.003247,3.194
gamma1_watch,0.003250,3.194
gamma1_watch,0.003254,3.194
gamma1_watch,0.003257,3.194
gamma1_watch,0.003260,3.194
gamma1_watch,0.003263,3.194
gamma1_watch,0.003266,3.194
gamma1_watch,0.003270,3.194
gamma1_watch,0.003273,3.194
gamma1_watch,0.003276,3.194
gamma1_watch,0.003279,3.194
gamma1_watch,0.003282,3.194
gamma1_watch,0.003286,3.194
gamma1_watch,0.003289,3.194
gamma1_watch,0.003292,3.194
gamma1_watch,0.003295,3.194
gamma1_watch,0.003299,3.194
gamma1_watch,0.003302,3.194
gamma1_watch,0.003305,3.194
gamma1_watch,0.003308,3.194
gamma1_watch,0.003311,3.194
gamma1_watch,0.003315,3.194
gamma1_watch,0.003318,3.194
gamma1_watch,0.003321,3.194
gamma1_watch,0.003324,3.194
gamma1_watch,0.003327,3.194
gamma1_watch,0.003331,3.194
gamma1_watch,0.003334,3.194
gamma1_watch,0.003337,3.194
gamma1_watch,0.003340,3.194
gamma1_watch,0.003344,3.194
gamma1_watch,0.003347,3.194
gamma1_watch,0.003350,3.194
gamma1_watch,0.003353,3.194
gamma1_watch,0.003356,3.194
gamma1_watch,0.003360,3.194
gamma1_watch,0.003363,3.194
gamma1_watch,0.003366,3.194
gamma1_watch,0.003369,3.194
gamma1_watch,0.003372,3.194
gamma1_watch,0.003376,3.194
gamma1_watch,0.003379,3.194
gamma1_watch,0.003382,3.194
gamma1_watch,0.003385,3.194
gamma1_watch,0.003389,3.194
gamma1_watch,0.003392,3.194
gamma1_watch,0.003395,3.194
gamma1_watch,0.003398,3.194
gamma1_watch,0.003401,3.194
gamma1_watch,0.003405,3.194
gamma1_watch,0.003408,3.194
gamma1_watch,0.003411,3.194
gamma1_watch,0.003414,3.194
gamma1_watch,0.003417,3.194
gamma1_watch,0.003421,3.194
gamma1_watch,0.003424,3.194
gamma1_watch,0.003427,3.194
gamma1_watch,0.003430,3.194
gamma1_watch,0.003434,3.194
gamma1_watch,0.003437,3.194
gamma1_watch,0.003440,3.194
gamma1_watch,0.003443,3.194
gamma1_watch,0.003446,3.194
gamma1_watch,0.003450,3.194
gamma1_watch,0.003453,3.194
gamma1_watch,0.003456,3.194
gamma1_watch,0.003459,3.194
gamma1_watch,0.003462,3.194
gamma1_watch,0.003466,3.194
gamma1_watch,0.003469,3.194
gamma1_watch,0.003472,3.194
gamma1_watch,0.003475,3.194
gamma1_watch,0.003479,3.194
gamma1_watch,0.003482,3.194
gamma1_watch,0.003485,3.194
gamma1_watch,0.003488,3.194
gamma1_watch,0.003491,3.194
gamma1_watch,0.003495,3.194
gamma1_watch,0.003498,3.194
gamma1_watch,0.003501,3.194
gamma1_watch,0.003504,3.194
gamma1_watch,0.003507,3.194
gamma1_watch,0.003511,3.194
gamma1_watch,0.003514,3.194
gamma1_watch,0.003517,3.194
gamma1_watch,0.003520,3.194
gamma1_watch,0.003524,3.194
gamma1_watch,0.003527,3.194
gamma1_watch,0.003530,3.194
gamma1_watch,0.003533,3.194
gamma1_watch,0.003536,3.194
gamma1_watch,0.003540,3.194
gamma1_watch,0.003543,3.194
gamma1_watch,0.003546,3.194
gamma1_watch,0.003549,3.194
gamma1_watch,0.003552,3.194
gamma1_watch,0.003556,3.194
gamma1_watch,0.003559,3.194
gamma1_watch,0.003562,3.194
gamma1_watch,0.003565,3.194
gamma1_watch,0.003569,3.194
gamma1_watch,0.003572,3.194
gamma1_watch,0.003575,3.194
gamma1_watch,0.003578,3.194
gamma1_watch,0.003581,3.194
gamma1_watch,0.003585,3.194
gamma1_watch,0.003588,3.194
gamma1_watch,0.003591,3.194
gamma1_watch,0.003594,3.194
gamma1_watch,0.003597,3.194
gamma1_watch,0.003601,3.194
gamma1_watch,0.003604,3.194
gamma1_watch,0.003607,3.194
gamma1_watch,0.003610,3.194
gamma1_watch,0.003614,3.194
gamma1_watch,0.003617,3.194
gamma1_watch,0.003620,3.194
gamma1_watch,0.003623,3.194
gamma1_watch,0.003626,3.194
gamma1_watch,0.003630,3.194
gamma1_watch,0.003633,3.194
gamma1_watch,0.003636,3.194
gamma1_watch,0.003639,3.194
gamma1_watch,0.003642,3.194
gamma1_watch,0.003646,3.194
gamma1_watch,0.003649,3.194
gamma1_watch,0.003652,3.194
gamma1_watch,0.003655,3.194
gamma1_watch,0.003659,3.194
gamma1_watch,0.003662,3.194
gamma1_watch,0.003665,3.194
gamma1_watch,0.003668,3.194
gamma1_watch,0.003671,3.194
gamma1_watch,0.003675,3.194
gamma1_watch,0.003678,3.194
gamma1_watch,0.003681,3.194
gamma1_watch,0.003684,3.194
gamma1_watch,0.003687,3.194
gamma1_watch,0.003691,3.194
gamma1_watch,0.003694,3.194
gamma1_watch,0.003697,3.194
gamma1_watch,0.003700,3.194
gamma1_watch,0.003704,3.194
gamma1_watch,0.003707,3.194
gamma1_watch,0.003710,3.194
gamma1_watch,0.003713,3.194
gamma1_watch,0.003716,3.194
gamma1_watch,0.003720,3.194
gamma1_watch,0.003723,3.194
gamma1_watch,0.003726,3.194
gamma1_watch,0.003729,3.194
gamma1_watch,0.003732,3.194
gamma1_watch,0.003736,3.194
gamma1_watch,0.003739,3.194
gamma1_watch,0.003742,3.194
gamma1_watch,0.003745,3.194
gamma1_watch,0.003749,3.194
gamma1_watch,0.003752,3.194
gamma1_watch,0.003755,3.194
gamma1_watch,0.003758,3.194
gamma1_watch,0.003761,3.194
gamma1_watch,0.003765,3.194
gamma1_watch,0.003768,3.194
gamma1_watch,0.003771,3.194
gamma1_watch,0.003774,3.194
gamma1_watch,0.003777,3.194
gamma1_watch,0.003781,3.194
gamma1_watch,0.003784,3.194
gamma1_watch,0.003787,3.194
gamma1_watch,0.003790,3.194
gamma1_watch,0.003794,3.194
gamma1_watch,0.003797,3.194
gamma1_watch,0.003800,3.194
gamma1_watch,0.003803,3.194
gamma1_watch,0.003806,3.194
gamma1_watch,0.003810,3.194
gamma1_watch,0.003813,3.194
gamma1_watch,0.003816,3.194
gamma1_watch,0.003819,3.194
gamma1_watch,0.003823,3.194
gamma1_watch,0.003826,3.194
gamma1_watch,0.003829,3.194
gamma1_watch,0.003832,3.194
gamma1_watch,0.003835,3.194
gamma1_watch,0.003839,3.194
gamma1_watch,0.003842,3.194
gamma1_watch,0.003845,3.194
gamma1_watch,0.003848,3.194
gamma1_watch,0.003851,3.194
gamma1_watch,0.003855,3.194
gamma1_watch,0.003858,3.194
gamma1_watch,0.003861,3.194
gamma1_watch,0.003864,3.194
gamma1_watch,0.003868,3.194
gamma1_watch,0.003871,3.194
gamma1_watch,0.003874,3.194
gamma1_watch,0.003877,3.194
gamma1_watch,0.003880,3.194
gamma1_watch,0.003884,3.194
gamma1_watch,0.003887,3.194
gamma1_watch,0.003890,3.194
gamma1_watch,0.003893,3.194
gamma1_watch,0.003896,3.194
gamma1_watch,0.003900,3.194
gamma1_watch,0.003903,3.194
gamma1_watch,0.003906,3.194
gamma1_watch,0.003909,3.194
gamma1_watch,0.003913,3.194
gamma1_watch,0.003916,3.194
gamma1_watch,0.003919,3.194
gamma1_watch,0.003922,3.194
gamma1_watch,0.003925,3.194
gamma1_watch,0.003929,3.194
gamma1_watch,0.003932,3.194
gamma1_watch,0.003935,3.194
gamma1_watch,0.003938,3.194
gamma1_watch,0.003941,3.194
gamma1_watch,0.003945,3.194
gamma1_watch,0.003948,3.194
gamma1_watch,0.003951,3.194
gamma1_watch,0.003954,3.194
gamma1_watch,0.003958,3.194
gamma1_watch,0.003961,3.194
gamma1_watch,0.003964,3.194
gamma1_watch,0.003967,3.194
gamma1_watch,0.003970,3.194
gamma1_watch,0.003974,3.194
gamma1_watch,0.003977,3.194
gamma1_watch,0.003980,3.194
gamma1_watch,0.003983,3.194
gamma1_watch,0.003986,3.194
gamma1_watch,0.003990,3.194
gamma1_watch,0.003993,3.194
gamma1_watch,0.003996,3.194
gamma1_watch,0.003999,3.194
gamma1_watch,0.004003,3.194
gamma1_watch,0.004006,3.194
gamma1_watch,0.004009,3.194
gamma1_watch,0.004012,3.194
gamma1_watch,0.004015,3.194
gamma1_watch,0.004019,3.194
gamma1_watch,0.004022,3.194
gamma1_watch,0.004025,3.194
gamma1_watch,0.004028,3.194
gamma1_watch,0.004031,3.194
gamma1_watch,0.004035,3.194
gamma1_watch,0.004038,3.194
gamma1_watch,0.004041,3.194
gamma1_watch,0.004044,3.194
gamma1_watch,0.004048,3.194
gamma1_watch,0.004051,3.194
gamma1_watch,0.004054,3.194
gamma1_watch,0.004057,3.194
gamma1_watch,0.004060,3.194
gamma1_watch,0.004064,3.194
gamma1_watch,0.004067,3.194
gamma1_watch,0.004070,3.194
gamma1_watch,0.004073,3.194
gamma1_watch,0.004076,3.194
gamma1_watch,0.004080,3.194
gamma1_watch,0.004083,3.194
gamma1_watch,0.004086,3.194
gamma1_watch,0.004089,3.194
gamma1_watch,0.004093,3.194
gamma1_watch,0.004096,3.194
gamma1_watch,0.004099,3.194
gamma1_watch,0.004102,3.194
gamma1_watch,0.004105,3.194
gamma1_watch,0.004109,3.194
gamma1_watch,0.004112,3.194
gamma1_watch,0.004115,3.194
gamma1_watch,0.004118,3.194
gamma1_watch,0.004121,3.194
gamma1_watch,0.004125,3.194
gamma1_watch,0.004128,3.194
gamma1_watch,0.004131,3.194
gamma1_watch,0.004134,3.194
gamma1_watch,0.004138,3.194
gamma1_watch,0.004141,3.194
gamma1_watch,0.004144,3.194
gamma1_watch,0.004147,3.194
gamma1_watch,0.004150,3.194
gamma1_watch,0.004154,3.194
gamma1_watch,0.004157,3.194
gamma1_watch,0.004160,3.194
gamma1_watch,0.004163,3.194
gamma1_watch,0.004166,3.194
gamma1_watch,0.004170,3.194
gamma1_watch,0.004173,3.194
gamma1_watch,0.004176,3.194
gamma1_watch,0.004179,3.194
gamma1_watch,0.004183,3.194
gamma1_watch,0.004186,3.194
gamma1_watch,0.004189,3.194
gamma1_watch,0.004192,3.194
gamma1_watch,0.004195,3.194
gamma1_watch,0.004199,3.194
gamma1_watch,0.004202,3.194
gamma1_watch,0.004205,3.194
gamma1_watch,0.004208,3.194
gamma1_watch,0.004211,3.194
gamma1_watch,0.004215,3.194
gamma1_watch,0.004218,3.194
gamma1_watch,0.004221,3.194
gamma1_watch,0.004224,3.194
gamma1_watch,0.004228,3.194
gamma1_watch,0.004231,3.194
gamma1_watch,0.004234,3.194
gamma1_watch,0.004237,3.194
gamma1_watch,0.004240,3.194
gamma1_watch,0.004244,3.194
gamma1_watch,0.004247,3.194
gamma1_watch,0.004250,3.194
gamma1_watch,0.004253,3.194
gamma1_watch,0.004256,3.194
gamma1_watch,0.004260,3.194
gamma1_watch,0.004263,3.194
gamma1_watch,0.004266,3.194
gamma1_watch,0.004269,3.194
gamma1_watch,0.004273,3.194
gamma1_watch,0.004276,3.194
gamma1_watch,0.004279,3.194
gamma1_watch,0.004282,3.194
gamma1_watch,0.004285,3.194
gamma1_watch,0.004289,3.194
gamma1_watch,0.004292,3.194
gamma1_watch,0.004295,3.194
gamma1_watch,0.004298,3.194
gamma1_watch,0.004301,3.194
gamma1_watch,0.004305,3.194
gamma1_watch,0.004308,3.194
gamma1_watch,0.004311,3.194
gamma1_watch,0.004314,3.194
gamma1_watch,0.004318,3.194
gamma1_watch,0.004321,3.194
gamma1_watch,0.004324,3.194
gamma1_watch,0.004327,3.194
gamma1_watch,0.004330,3.194
gamma1_watch,0.004334,3.194
gamma1_watch,0.004337,3.194
gamma1_watch,0.004340,3.194
gamma1_watch,0.004343,3.194
gamma1_watch,0.004346,3.194
gamma1_watch,0.004350,3.194
gamma1_watch,0.004353,3.194
gamma1_watch,0.004356,3.194
gamma1_watch,0.004359,3.194
gamma1_watch,0.004363,3.194
gamma1_watch,0.004366,3.194
gamma1_watch,0.004369,3.194
gamma1_watch,0.004372,3.194
gamma1_watch,0.004375,3.194
gamma1_watch,0.004379,3.194
gamma1_watch,0.004382,3.194
gamma1_watch,0.004385,3.194
gamma1_watch,0.004388,3.194
gamma1_watch,0.004392,3.194
gamma1_watch,0.004395,3.194
gamma1_watch,0.004398,3.194
gamma1_watch,0.004401,3.194
gamma1_watch,0.004404,3.194
gamma1_watch,0.004408,3.194
gamma1_watch,0.004411,3.194
gamma1_watch,0.004414,3.194
gamma1_watch,0.004417,3.194
gamma1_watch,0.004420,3.194
gamma1_watch,0.004424,3.194
gamma1_watch,0.004427,3.194
gamma1_watch,0.004430,3.194
gamma1_watch,0.004433,3.194
gamma1_watch,0.004437,3.194
gamma1_watch,0.004440,3.194
gamma1_watch,0.004443,3.194
gamma1_watch,0.004446,3.194
gamma1_watch,0.004449,3.194
gamma1_watch,0.004453,3.194
gamma1_watch,0.004456,3.194
gamma1_watch,0.004459,3.194
gamma1_watch,0.004462,3.194
gamma1_watch,0.004465,3.194
gamma1_watch,0.004469,3.194
gamma1_watch,0.004472,3.194
gamma1_watch,0.004475,3.194
gamma1_watch,0.004478,3.194
gamma1_watch,0.004482,3.194
gamma1_watch,0.004485,3.194
gamma1_watch,0.004488,3.194
gamma1_watch,0.004491,3.194
gamma1_watch,0.004494,3.194
gamma1_watch,0.004498,3.194
gamma1_watch,0.004501,3.194
gamma1_watch,0.004504,3.194
gamma1_watch,0.004507,3.194
gamma1_watch,0.004510,3.194
gamma1_watch,0.004514,3.194
gamma1_watch,0.004517,3.194
gamma1_watch,0.004520,3.194
gamma1_watch,0.004523,3.194
gamma1_watch,0.004527,3.194
gamma1_watch,0.004530,3.194
gamma1_watch,0.004533,3.194
gamma1_watch,0.004536,3.194
gamma1_watch,0.004539,3.194
gamma1_watch,0.004543,3.194
gamma1_watch,0.004546,3.194
gamma1_watch,0.004549,3.194
gamma1_watch,0.004552,3.194
gamma1_watch,0.004555,3.194
gamma1_watch,0.004559,3.194
gamma1_watch,0.004562,3.194
gamma1_watch,0.004565,3.194
gamma1_watch,0.004568,3.194
gamma1_watch,0.004572,3.194
gamma1_watch,0.004575,3.194
gamma1_watch,0.004578,3.194
gamma1_watch,0.004581,3.194
gamma1_watch,0.004584,3.194
gamma1_watch,0.004588,3.194
gamma1_watch,0.004591,3.194
gamma1_watch,0.004594,3.194
gamma1_watch,0.004597,3.194
gamma1_watch,0.004600,3.194
gamma1_watch,0.004604,3.194
gamma1_watch,0.004607,3.194
gamma1_watch,0.004610,3.194
gamma1_watch,0.004613,3.194
gamma1_watch,0.004617,3.194
gamma1_watch,0.004620,3.194
gamma1_watch,0.004623,3.194
gamma1_watch,0.004626,3.194
gamma1_watch,0.004629,3.194
gamma1_watch,0.004633,3.194
gamma1_watch,0.004636,3.194
gamma1_watch,0.004639,3.194
gamma1_watch,0.004642,3.194
gamma1_watch,0.004645,3.194
gamma1_watch,0.004649,3.194
gamma1_watch,0.004652,3.194
gamma1_watch,0.004655,3.194
gamma1_watch,0.004658,3.194
gamma1_watch,0.004662,3.194
gamma1_watch,0.004665,3.194
gamma1_watch,0.004668,3.194
gamma1_watch,0.004671,3.194
gamma1_watch,0.004674,3.194
gamma1_watch,0.004678,3.194
gamma1_watch,0.004681,3.194
gamma1_watch,0.004684,3.194
gamma1_watch,0.004687,3.194
gamma1_watch,0.004690,3.194
gamma1_watch,0.004694,3.194
gamma1_watch,0.004697,3.194
gamma1_watch,0.004700,3.194
gamma1_watch,0.004703,3.194
gamma1_watch,0.004707,3.194
gamma1_watch,0.004710,3.194
gamma1_watch,0.004713,3.194
gamma1_watch,0.004716,3.194
gamma1_watch,0.004719,3.194
gamma1_watch,0.004723,3.194
gamma1_watch,0.004726,3.194
gamma1_watch,0.004729,3.194
gamma1_watch,0.004732,3.194
gamma1_watch,0.004735,3.194
gamma1_watch,0.004739,3.194
gamma1_watch,0.004742,3.194
gamma1_watch,0.004745,3.194
gamma1_watch,0.004748,3.194
gamma1_watch,0.004752,3.194
gamma1_watch,0.004755,3.194
gamma1_watch,0.004758,3.194
gamma1_watch,0.004761,3.194
gamma1_watch,0.004764,3.194
gamma1_watch,0.004768,3.194
gamma1_watch,0.004771,3.194
gamma1_watch,0.004774,3.194
gamma1_watch,0.004777,3.194
gamma1_watch,0.004780,3.194
gamma1_watch,0.004784,3.194
gamma1_watch,0.004787,3.194
gamma1_watch,0.004790,3.194
gamma1_watch,0.004793,3.194
gamma1_watch,0.004797,3.194
gamma1_watch,0.004800,3.194
gamma1_watch,0.004803,3.194
gamma1_watch,0.004806,3.194
gamma1_watch,0.004809,3.194
gamma1_watch,0.004813,3.194
gamma1_watch,0.004816,3.194
gamma1_watch,0.004819,3.194
gamma1_watch,0.004822,3.194
gamma1_watch,0.004825,3.194
gamma1_watch,0.004829,3.194
gamma1_watch,0.004832,3.194
gamma1_watch,0.004835,3.194
gamma1_watch,0.004838,3.194
gamma1_watch,0.004842,3.194
gamma1_watch,0.004845,3.194
gamma1_watch,0.004848,3.194
gamma1_watch,0.004851,3.194
gamma1_watch,0.004854,3.194
gamma1_watch,0.004858,3.194
gamma1_watch,0.004861,3.194
gamma1_watch,0.004864,3.194
gamma1_watch,0.004867,3.194
gamma1_watch,0.004870,3.194
gamma1_watch,0.004874,3.194
gamma1_watch,0.004877,3.194
gamma1_watch,0.004880,3.194
gamma1_watch,0.004883,3.194
gamma1_watch,0.004887,3.194
gamma1_watch,0.004890,3.194
gamma1_watch,0.004893,3.194
gamma1_watch,0.004896,3.194
gamma1_watch,0.004899,3.194
gamma1_watch,0.004903,3.194
gamma1_watch,0.004906,3.194
gamma1_watch,0.004909,3.194
gamma1_watch,0.004912,3.194
gamma1_watch,0.004915,3.194
gamma1_watch,0.004919,3.194
gamma1_watch,0.004922,3.194
gamma1_watch,0.004925,3.194
gamma1_watch,0.004928,3.194
gamma1_watch,0.004932,3.194
gamma1_watch,0.004935,3.194
gamma1_watch,0.004938,3.194
gamma1_watch,0.004941,3.194
gamma1_watch,0.004944,3.194
gamma1_watch,0.004948,3.194
gamma1_watch,0.004951,3.194
gamma1_watch,0.004954,3.194
gamma1_watch,0.004957,3.194
gamma1_watch,0.004961,3.194
gamma1_watch,0.004964,3.194
gamma1_watch,0.004967,3.194
gamma1_watch,0.004970,3.194
gamma1_watch,0.004973,3.194
gamma1_watch,0.004977,3.194
gamma1_watch,0.004980,3.194
gamma1_watch,0.004983,3.194
gamma1_watch,0.004986,3.194
gamma1_watch,0.004989,3.194
gamma1_watch,0.004993,3.194
gamma1_watch,0.004996,3.194
gamma1_watch,0.004999,3.194
gamma1_watch,0.005002,3.194
gamma1_watch,0.005006,3.194
gamma1_watch,0.005009,3.194
gamma1_watch,0.005012,3.194
gamma1_watch,0.005015,3.194
gamma1_watch,0.005018,3.194
gamma1_watch,0.005022,3.194
gamma1_watch,0.005025,3.194
gamma1_watch,0.005028,3.194
gamma1_watch,0.005031,3.194
gamma1_watch,0.005034,3.194
gamma1_watch,0.005038,3.194
gamma1_watch,0.005041,3.194
gamma1_watch,0.005044,3.194
gamma1_watch,0.005047,3.194
gamma1_watch,0.005051,3.194
gamma1_watch,0.005054,3.194
gamma1_watch,0.005057,3.194
gamma1_watch,0.005060,3.194
gamma1_watch,0.005063,3.194
gamma1_watch,0.005067,3.194
gamma1_watch,0.005070,3.194
gamma1_watch,0.005073,3.194
gamma1_watch,0.005076,3.194
gamma1_watch,0.005079,3.194
gamma1_watch,0.005083,3.194
gamma1_watch,0.005086,3.194
gamma1_watch,0.005089,3.194
gamma1_watch,0.005092,3.194
gamma1_watch,0.005096,3.194
gamma1_watch,0.005099,3.194
gamma1_watch,0.005102,3.194
gamma1_watch,0.005105,3.194
gamma1_watch,0.005108,3.194
gamma1_watch,0.005112,3.194
gamma1_watch,0.005115,3.194
gamma1_watch,0.005118,3.194
gamma1_watch,0.005121,3.194
gamma1_watch,0.005124,3.194
gamma1_watch,0.005128,3.194
gamma1_watch,0.005131,3.194
